SetpointApplied,CalcTime,EI_0.CalcCurrent,ScanNumber,EI_0.CalcPotential,Index
0.00244140625,6.011957984821265,2.601318359375e-07,1,0.0025299072265625028,1
0.0048828125,6.036371984759626,4.82147216796875e-07,1,0.004974365234375,2
0.00732421875,6.060785984697986,7.5592041015625e-07,1,0.0074829101562499944,3
0.009765625,6.085199984636347,9.716796875e-07,1,0.009896850585937506,4
0.01220703125,6.1096139845747075,1.2512207031249998e-06,1,0.012338256835937506,5
0.0146484375,6.134027984513068,1.4642333984374998e-06,1,0.014776611328124994,6
0.01708984375,6.158441984451429,1.7416381835937499e-06,1,0.017221069335937506,7
0.01953125,6.182855984389789,1.95953369140625e-06,1,0.019644165039062494,8
0.02197265625,6.20726998432815,2.22991943359375e-06,1,0.022097778320312497,9
0.0244140625,6.23168398426651,2.45819091796875e-06,1,0.024530029296875006,10
0.02685546875,6.256097984204871,2.71575927734375e-06,1,0.026965332031249997,11
0.029296875,6.2805119841432315,2.9571533203125e-06,1,0.029397583007812506,12
0.03173828125,6.304925984081592,3.2012939453125e-06,1,0.031829833984375,13
0.0341796875,6.329339984019953,3.4585571289062504e-06,1,0.0342987060546875,14
0.03662109375,6.353753983958313,3.68743896484375e-06,1,0.036752319335937506,15
0.0390625,6.378167983896674,3.9556884765625e-06,1,0.0391845703125,16
0.04150390625,6.402581983835034,4.17572021484375e-06,1,0.041632080078125,17
0.0439453125,6.426995983773395,4.451904296875e-06,1,0.044055175781250004,18
0.04638671875,6.451409983711756,4.6655273437500005e-06,1,0.046517944335937506,19
0.048828125,6.475823983650116,4.944458007812501e-06,1,0.048953247070312504,20
0.05126953125,6.500237983588477,5.1605224609375e-06,1,0.05120849609375,21
0.0537109375,6.524651983526837,5.4351806640625e-06,1,0.053558349609375,22
0.05615234375,6.549065983465198,5.657958984375e-06,1,0.055999755859375,23
0.05859375,6.573479983403558,5.92041015625e-06,1,0.0584716796875,24
0.06103515625,6.597893983341919,6.158447265625e-06,1,0.0609130859375,25
0.0634765625,6.62230798328028,6.405639648437501e-06,1,0.063262939453125,26
0.06591796875,6.64672198321864,6.6558837890625005e-06,1,0.065765380859375,27
0.068359375,6.671135983157001,6.890869140625001e-06,1,0.068206787109375,28
0.07080078125,6.695549983095361,7.153320312500001e-06,1,0.070648193359375,29
0.0732421875,6.719963983033722,7.3791503906250005e-06,1,0.073028564453125,30
0.07568359375,6.7443779829720825,7.650756835937501e-06,1,0.075531005859375,31
0.078125,6.768791982910443,7.867431640625001e-06,1,0.07794189453125,32
0.08056640625,6.793205982848804,8.148193359375e-06,1,0.080352783203125,33
0.0830078125,6.817619982787164,8.36181640625e-06,1,0.082763671875,34
0.08544921875,6.842033982725525,8.636474609375001e-06,1,0.08526611328125,35
0.087890625,6.866447982663885,8.856201171875e-06,1,0.087677001953125,36
0.09033203125,6.890861982602246,9.127807617187501e-06,1,0.09014892578125,37
0.0927734375,6.9152759825406065,9.353637695312502e-06,1,0.092559814453125,38
0.09521484375,6.939689982478967,9.613037109375e-06,1,0.095062255859375,39
0.09765625,6.964103982417328,9.8541259765625e-06,1,0.097412109375,40
0.10009765625,6.988517982355688,1.00982666015625e-05,1,0.099884033203125,41
0.1025390625,7.012931982294049,1.0354614257812501e-05,1,0.102325439453125,42
0.10498046875,7.037345982232409,1.0583496093750002e-05,1,0.104736328125,43
0.107421875,7.06175998217077,1.085205078125e-05,1,0.10711669921875,44
0.10986328125,7.0861739821091305,1.107177734375e-05,1,0.109619140625,45
0.1123046875,7.110587982047491,1.1346435546875e-05,1,0.112030029296875,46
0.11474609375,7.135001981985852,1.156005859375e-05,1,0.114471435546875,47
0.1171875,7.159415981924212,1.18408203125e-05,1,0.116912841796875,48
0.11962890625,7.183829981862573,1.2054443359375e-05,1,0.11932373046875,49
0.1220703125,7.208243981800933,1.23291015625e-05,1,0.12176513671875,50
0.12451171875,7.232657981739294,1.2551879882812502e-05,1,0.12420654296875,51
0.126953125,7.2570719816776545,1.2817382812500001e-05,1,0.126678466796875,52
0.12939453125,7.281485981616015,1.30523681640625e-05,1,0.129058837890625,53
0.1318359375,7.305899981554376,1.33026123046875e-05,1,0.131439208984375,54
0.13427734375,7.330313981492736,1.3549804687500002e-05,1,0.133941650390625,55
0.13671875,7.354727981431097,1.3787841796875001e-05,1,0.136383056640625,56
0.13916015625,7.379141981369457,1.4050292968750001e-05,1,0.138824462890625,57
0.1416015625,7.403555981307818,1.4273071289062502e-05,1,0.141265869140625,58
0.14404296875,7.427969981246179,1.45477294921875e-05,1,0.143707275390625,59
0.146484375,7.452383981184539,1.4764404296875002e-05,1,0.1461181640625,60
0.14892578125,7.4767979811229,1.5042114257812502e-05,1,0.1485595703125,61
0.1513671875,7.50121198106126,1.5255737304687502e-05,1,0.150970458984375,62
0.15380859375,7.525625980999621,1.5533447265625e-05,1,0.153411865234375,63
0.15625,7.5500399809379815,1.57470703125e-05,1,0.155914306640625,64
0.15869140625,7.574453980876342,1.6021728515625e-05,1,0.158294677734375,65
0.1611328125,7.598867980814703,1.6247558593750003e-05,1,0.160736083984375,66
0.16357421875,7.623281980753063,1.65069580078125e-05,1,0.163177490234375,67
0.166015625,7.647695980691424,1.6748046875000002e-05,1,0.165557861328125,68
0.16845703125,7.672109980629784,1.6992187500000002e-05,1,0.167999267578125,69
0.1708984375,7.696523980568145,1.72454833984375e-05,1,0.17047119140625,70
0.17333984375,7.7209379805065055,1.7477416992187503e-05,1,0.17291259765625,71
0.17578125,7.745351980444866,1.77459716796875e-05,1,0.17529296875,72
0.17822265625,7.769765980383227,1.79656982421875e-05,1,0.177764892578125,73
0.1806640625,7.794179980321587,1.82403564453125e-05,1,0.180206298828125,74
0.18310546875,7.818593980259948,1.845703125e-05,1,0.182708740234375,75
0.185546875,7.843007980198308,1.87347412109375e-05,1,0.18511962890625,76
0.18798828125,7.867421980136669,1.89483642578125e-05,1,0.187469482421875,77
0.1904296875,7.8918359800750295,1.92230224609375e-05,1,0.18994140625,78
0.19287109375,7.91624998001339,1.9445800781250003e-05,1,0.192352294921875,79
0.1953125,7.940663979951751,1.97113037109375e-05,1,0.19476318359375,80
0.19775390625,7.965077979890111,1.9943237304687502e-05,1,0.197174072265625,81
0.2001953125,7.989491979828472,2.01995849609375e-05,1,0.19970703125,82
0.20263671875,8.013905979766832,2.04437255859375e-05,1,0.202117919921875,83
0.205078125,8.038319979705193,2.0681762695312502e-05,1,0.20452880859375,84
0.20751953125,8.062733979643554,2.09442138671875e-05,1,0.206939697265625,85
0.2099609375,8.087147979581914,2.1170043945312503e-05,1,0.209381103515625,86
0.21240234375,8.111561979520275,2.1441650390625e-05,1,0.211761474609375,87
0.21484375,8.135975979458635,2.1658325195312503e-05,1,0.214263916015625,88
0.21728515625,8.160389979396996,2.1936035156250003e-05,1,0.216644287109375,89
0.2197265625,8.184803979335356,2.2149658203125003e-05,1,0.2191162109375,90
0.22216796875,8.209217979273717,2.2427368164062503e-05,1,0.2215576171875,91
0.224609375,8.233631979212078,2.2644042968750003e-05,1,0.223968505859375,92
0.22705078125,8.258045979150438,2.29156494140625e-05,1,0.22637939453125,93
0.2294921875,8.282459979088799,2.3141479492187503e-05,1,0.228851318359375,94
0.23193359375,8.30687397902716,2.340087890625e-05,1,0.23126220703125,95
0.234375,8.33128797896552,2.3638916015625002e-05,1,0.23370361328125,96
0.23681640625,8.35570197890388,2.388916015625e-05,1,0.236175537109375,97
0.2392578125,8.380115978842241,2.41424560546875e-05,1,0.23858642578125,98
0.24169921875,8.404529978780602,2.4374389648437502e-05,1,0.240997314453125,99
0.244140625,8.428943978718962,2.4639892578125004e-05,1,0.24346923828125,100
0.24658203125,8.453357978657323,2.4862670898437503e-05,1,0.245849609375,101
0.2490234375,8.477771978595683,2.5137329101562503e-05,1,0.248321533203125,102
0.25146484375,8.502185978534044,2.5350952148437503e-05,1,0.250762939453125,103
0.25390625,8.526599978472404,2.5631713867187503e-05,1,0.253173828125,104
0.25634765625,8.551013978410765,2.5845336914062503e-05,1,0.255584716796875,105
0.2587890625,8.575427978349126,2.6119995117187503e-05,1,0.258056640625,106
0.26123046875,8.599841978287486,2.6342773437500002e-05,1,0.26043701171875,107
0.263671875,8.624255978225847,2.6608276367187504e-05,1,0.262847900390625,108
0.26611328125,8.648669978164207,2.6837158203125002e-05,1,0.265380859375,109
0.2685546875,8.673083978102568,2.7093505859375e-05,1,0.2677001953125,110
0.27099609375,8.697497978040929,2.7337646484375e-05,1,0.270172119140625,111
0.2734375,8.721911977979289,2.7578735351562502e-05,1,0.2725830078125,112
0.27587890625,8.74632597791765,2.7838134765625004e-05,1,0.275054931640625,113
0.2783203125,8.77073997785601,2.8063964843750003e-05,1,0.27752685546875,114
0.28076171875,8.79515397779437,2.8335571289062503e-05,1,0.279876708984375,115
0.283203125,8.819567977732731,2.8555297851562503e-05,1,0.282379150390625,116
0.28564453125,8.843981977671092,2.8833007812500003e-05,1,0.2847900390625,117
0.2880859375,8.868395977609453,2.9043579101562503e-05,1,0.2872314453125,118
0.29052734375,8.892809977547813,2.9324340820312503e-05,1,0.28961181640625,119
0.29296875,8.917223977486174,2.9537963867187503e-05,1,0.292022705078125,120
0.29541015625,8.941637977424534,2.9812622070312503e-05,1,0.2945556640625,121
0.2978515625,8.966051977362895,3.0035400390625002e-05,1,0.296966552734375,122
0.30029296875,8.990465977301255,3.0310058593750003e-05,1,0.2999267578125,123
0.302734375,9.014879977239616,3.0545043945312504e-05,1,0.302398681640625,124
0.30517578125,9.039293977177977,3.0792236328125004e-05,1,0.30487060546875,125
0.3076171875,9.063707977116337,3.10455322265625e-05,1,0.307281494140625,126
0.31005859375,9.088121977054698,3.1277465820312504e-05,1,0.3096923828125,127
0.3125,9.112535976993058,3.1549072265625e-05,1,0.312164306640625,128
0.31494140625,9.136949976931419,3.1771850585937504e-05,1,0.314605712890625,129
0.3173828125,9.16136397686978,3.204345703125e-05,1,0.317108154296875,130
0.31982421875,9.18577797680814,3.2260131835937505e-05,1,0.319549560546875,131
0.322265625,9.2101919767465,3.2537841796875e-05,1,0.321929931640625,132
0.32470703125,9.234605976684861,3.2754516601562504e-05,1,0.324371337890625,133
